True persona,True name,True surname,Text,Correct,Predicted persona,Predicted surname,Predicted name
http://dati.camera.it/ocd/persona.rdf/p306278,SERENA,PELLEGRINO,PELLEGRINO F F F F F F F F F F F F F ,True,http://dati.camera.it/ocd/persona.rdf/p306278,PELLEGRINO,SERENA
http://dati.camera.it/ocd/persona.rdf/p302746,VINICIO GIUSEPPE GUIDO,PELUFFO,PELUFFO C C C C C C C C C C C C C PES C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p302746,PELUFFO,VINICIO GIUSEPPE GUIDO
http://dati.camera.it/ocd/persona.rdf/p306232,DANIELE,PESCO,PESCO ,False,,,
http://dati.camera.it/ocd/persona.rdf/p305530,COSIMO,PETRAROLI,PETRAROLI ,True,http://dati.camera.it/ocd/persona.rdf/p305530,PETRAROLI,COSIMO
http://dati.camera.it/ocd/persona.rdf/p302967,GIOVANNA,PETRENGA,PETRENGA F F C C C F C C C F C F F ,True,http://dati.camera.it/ocd/persona.rdf/p302967,PETRENGA,GIOVANNA
http://dati.camera.it/ocd/persona.rdf/p305778,PAOLO,PETRINI,PETRINI C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305778,PETRINI,PAOLO
http://dati.camera.it/ocd/persona.rdf/p306288,ILEANA CATHIA,PIAZZONI,PIAZZONI C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p306288,PIAZZONI,ILEANA CATHIA
http://dati.camera.it/ocd/persona.rdf/p301500,GUGLIELMO,PICCHI,PICCHI ,True,http://dati.camera.it/ocd/persona.rdf/p301500,PICCHI,GUGLIELMO
http://dati.camera.it/ocd/persona.rdf/p306009,TERESA,PICCIONE,PICCIONE C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p306009,PICCIONE,TERESA
http://dati.camera.it/ocd/persona.rdf/p305997,FLAVIA,PICCOLI,PICCOLI NARDELLI C C C C C C C C C C C C C ,False,,,
http://dati.camera.it/ocd/persona.rdf/p305878,GIORGIO,PICCOLO,PICCOLO GIORGIO C C C C C C C C C C C C C PICCOLO SALVATORE C C C C C C C C C C C C C ,False,,,
http://dati.camera.it/ocd/persona.rdf/p302255,FILIPPO,PICCONE,PICCONE ,True,http://dati.camera.it/ocd/persona.rdf/p302255,PICCONE,FILIPPO
http://dati.camera.it/ocd/persona.rdf/p305834,GAETANO,PIEPOLI,PIEPOLI C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305834,PIEPOLI,GAETANO
http://dati.camera.it/ocd/persona.rdf/p306290,NAZZARENO,PILOZZI,PILOZZI C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p306290,PILOZZI,NAZZARENO
http://dati.camera.it/ocd/persona.rdf/p306037,PAOLA,PINNA,PINNA F C C C F A F C A F C C C ,True,http://dati.camera.it/ocd/persona.rdf/p306037,PINNA,PAOLA
http://dati.camera.it/ocd/persona.rdf/p306076,MICHELE,PIRAS,PIRAS F F F F F F F F F F F F F ,True,http://dati.camera.it/ocd/persona.rdf/p306076,PIRAS,MICHELE
http://dati.camera.it/ocd/persona.rdf/p305921,GIROLAMO,PISANO,PISANO ,True,http://dati.camera.it/ocd/persona.rdf/p305921,PISANO,GIROLAMO
http://dati.camera.it/ocd/persona.rdf/p30350,GIUSEPPE,PISICCHIO,PISICCHIO M M M M M M M C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p30350,PISICCHIO,GIUSEPPE
http://dati.camera.it/ocd/persona.rdf/p302787,VINCENZO,PISO,PISO ,True,http://dati.camera.it/ocd/persona.rdf/p302787,PISO,VINCENZO
http://dati.camera.it/ocd/persona.rdf/p50185,LAPO,PISTELLI,PISTELLI M M M M M M M M M M M M M ,True,http://dati.camera.it/ocd/persona.rdf/p50185,PISTELLI,LAPO
http://dati.camera.it/ocd/persona.rdf/p302117,SERGIO,PIZZOLANTE,PIZZOLANTE C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p302117,PIZZOLANTE,SERGIO
http://dati.camera.it/ocd/persona.rdf/p306298,ANTONIO,PLACIDO,PLACIDO ,True,http://dati.camera.it/ocd/persona.rdf/p306298,PLACIDO,ANTONIO
http://dati.camera.it/ocd/persona.rdf/p305578,ALBRECHT,PLANGGER,PLANGGER ,True,http://dati.camera.it/ocd/persona.rdf/p305578,PLANGGER,ALBRECHT
http://dati.camera.it/ocd/persona.rdf/p302968,CATIA,POLIDORI,POLIDORI ,True,http://dati.camera.it/ocd/persona.rdf/p302968,POLIDORI,CATIA
http://dati.camera.it/ocd/persona.rdf/p34180,BARBARA MARIA SIMONETTA,POLLASTRINI,POLLASTRINI C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p34180,POLLASTRINI,BARBARA MARIA SIMONETTA
http://dati.camera.it/ocd/persona.rdf/p305761,RENATA,POLVERINI,POLVERINI F F C C C F C C C F C F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p302902,FABIO,PORTA,PORTA C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p302902,PORTA,FABIO
http://dati.camera.it/ocd/persona.rdf/p302782,GIACOMO,PORTAS,PORTAS M M M M M M M M M M M M M ,False,,,
http://dati.camera.it/ocd/persona.rdf/p305664,EMANUELE,PRATAVIERA,PRATAVIERA ,True,http://dati.camera.it/ocd/persona.rdf/p305664,PRATAVIERA,EMANUELE
http://dati.camera.it/ocd/persona.rdf/p38350,STEFANIA,PRESTIGIACOMO,PRESTIGIACOMO F F C C C F C C C F C F F ,True,http://dati.camera.it/ocd/persona.rdf/p38350,PRESTIGIACOMO,STEFANIA
http://dati.camera.it/ocd/persona.rdf/p305543,ERNESTO,PREZIOSI,PREZIOSI C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305543,PREZIOSI,ERNESTO
http://dati.camera.it/ocd/persona.rdf/p306689,FRANCESCO,PRINA,PRINA C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p306689,PRINA,FRANCESCO
http://dati.camera.it/ocd/persona.rdf/p305690,ARIS,PRODANI,PRODANI ,True,http://dati.camera.it/ocd/persona.rdf/p305690,PRODANI,ARIS
http://dati.camera.it/ocd/persona.rdf/p306280,STEFANO,QUARANTA,QUARANTA F F F F F F F F F F F F F ,True,http://dati.camera.it/ocd/persona.rdf/p306280,QUARANTA,STEFANO
http://dati.camera.it/ocd/persona.rdf/p306189,LIA,QUARTAPELLE PROCOPIO,QUARTAPELLE PROCOPIO C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p306189,QUARTAPELLE PROCOPIO,LIA
http://dati.camera.it/ocd/persona.rdf/p305620,GIUSEPPE STEFANO,QUINTARELLI,QUINTARELLI ,True,http://dati.camera.it/ocd/persona.rdf/p305620,QUINTARELLI,GIUSEPPE STEFANO
http://dati.camera.it/ocd/persona.rdf/p306017,MARIANO,RABINO,RABINO ,True,http://dati.camera.it/ocd/persona.rdf/p306017,RABINO,MARIANO
http://dati.camera.it/ocd/persona.rdf/p306101,FAUSTO,RACITI,RACITI C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p306101,RACITI,FAUSTO
http://dati.camera.it/ocd/persona.rdf/p305956,MICHELE,RAGOSTA,RAGOSTA C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305956,RAGOSTA,MICHELE
http://dati.camera.it/ocd/persona.rdf/p301436,FABIO,RAMPELLI,RAMPELLI M M M M M M M M M M M M M ,True,http://dati.camera.it/ocd/persona.rdf/p301436,RAMPELLI,FABIO
http://dati.camera.it/ocd/persona.rdf/p306204,ROBERTO,RAMPI,RAMPI C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p306204,RAMPI,ROBERTO
http://dati.camera.it/ocd/persona.rdf/p301459,LAURA,RAVETTO,RAVETTO M M M M M M M M M M M M M ,True,http://dati.camera.it/ocd/persona.rdf/p301459,RAVETTO,LAURA
http://dati.camera.it/ocd/persona.rdf/p300304,ERMETE,REALACCI,REALACCI C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p300304,REALACCI,ERMETE
http://dati.camera.it/ocd/persona.rdf/p306011,FRANCESCO,RIBAUDO,RIBAUDO C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p306011,RIBAUDO,FRANCESCO
http://dati.camera.it/ocd/persona.rdf/p306284,LARA,RICCIATTI,RICCIATTI F F F F F F F F F F F F F ,True,http://dati.camera.it/ocd/persona.rdf/p306284,RICCIATTI,LARA
http://dati.camera.it/ocd/persona.rdf/p305708,MATTEO,RICHETTI,RICHETTI C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305708,RICHETTI,MATTEO
http://dati.camera.it/ocd/persona.rdf/p300558,ANDREA,RIGONI,RIGONI ,True,http://dati.camera.it/ocd/persona.rdf/p300558,RIGONI,ANDREA
http://dati.camera.it/ocd/persona.rdf/p305688,WALTER,RIZZETTO,RIZZETTO 1 1 1 1 ,True,http://dati.camera.it/ocd/persona.rdf/p305688,RIZZETTO,WALTER
http://dati.camera.it/ocd/persona.rdf/p306088,GIANLUCA,RIZZO,RIZZO ,True,http://dati.camera.it/ocd/persona.rdf/p306088,RIZZO,GIANLUCA
http://dati.camera.it/ocd/persona.rdf/p302748,EUGENIA MARIA,ROCCELLA,ROCCELLA C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p302748,ROCCELLA,EUGENIA MARIA
http://dati.camera.it/ocd/persona.rdf/p306140,MARIA GRAZIA,ROCCHI,ROCCHI C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p306140,ROCCHI,MARIA GRAZIA
http://dati.camera.it/ocd/persona.rdf/p306685,GIUSEPPE,ROMANINI,ROMANINI C C C C C C C C C C C C C ,False,,,
http://dati.camera.it/ocd/persona.rdf/p306181,ANDREA,ROMANO,ROMANO ANDREA ROMANO FRANCESCO SAVE. ROMANO PAOLO NICOLO’ ,True,http://dati.camera.it/ocd/persona.rdf/p306181,ROMANO,ANDREA
http://dati.camera.it/ocd/persona.rdf/p300459,GIUSEPPE,ROMELE,ROMELE F F C C C F C C C F F F F ,True,http://dati.camera.it/ocd/persona.rdf/p300459,ROMELE,GIUSEPPE
http://dati.camera.it/ocd/persona.rdf/p302763,MARCO,RONDINI,RONDINI C F F F F F A C C F C F F ,True,http://dati.camera.it/ocd/persona.rdf/p302763,RONDINI,MARCO
http://dati.camera.it/ocd/persona.rdf/p300674,ETTORE,ROSATO,ROSATO C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p300674,ROSATO,ETTORE
http://dati.camera.it/ocd/persona.rdf/p305804,DOMENICO,ROSSI,ROSSI DOMENICO M M M M M M M M M M M M M ROSSI PAOLO C C C C C C C C C C C C C ,False,,,
http://dati.camera.it/ocd/persona.rdf/p302780,ANNA,ROSSOMANDO,ROSSOMANDO M C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p302780,ROSSOMANDO,ANNA
http://dati.camera.it/ocd/persona.rdf/p305859,MICHELA,ROSTAN,ROSTAN C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305859,ROSTAN,MICHELA
http://dati.camera.it/ocd/persona.rdf/p305606,GESSICA,ROSTELLATO,ROSTELLATO F F F F F F F F F F A F F ,True,http://dati.camera.it/ocd/persona.rdf/p305606,ROSTELLATO,GESSICA
http://dati.camera.it/ocd/persona.rdf/p38560,GIANFRANCO,ROTONDI,ROTONDI ,True,http://dati.camera.it/ocd/persona.rdf/p38560,ROTONDI,GIANFRANCO
http://dati.camera.it/ocd/persona.rdf/p302268,SIMONETTA,RUBINATO,RUBINATO C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p302268,RUBINATO,SIMONETTA
http://dati.camera.it/ocd/persona.rdf/p305945,ANGELO,RUGHETTI,RUGHETTI M M M M M M M M M M M M M ,True,http://dati.camera.it/ocd/persona.rdf/p305945,RUGHETTI,ANGELO
http://dati.camera.it/ocd/persona.rdf/p305796,CARLA,RUOCCO,RUOCCO ,True,http://dati.camera.it/ocd/persona.rdf/p305796,RUOCCO,CARLA
http://dati.camera.it/ocd/persona.rdf/p50213,PAOLO,RUSSO,RUSSO ,False,,,
http://dati.camera.it/ocd/persona.rdf/p302914,BARBARA,SALTAMARTINI,SALTAMARTINI C F F F A F C C F C F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p302971,GIANFRANCO,SAMMARCO,SAMMARCO C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p302971,SAMMARCO,GIANFRANCO
http://dati.camera.it/ocd/persona.rdf/p301465,GIOVANNI,SANGA,SANGA M C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p301465,SANGA,GIOVANNI
http://dati.camera.it/ocd/persona.rdf/p303107,FRANCESCO,SANNA,SANNA FRANCESCO C C C C C C C C C C C C C SANNA GIOVANNA C C C C C C C C C C C C C ,False,,,
http://dati.camera.it/ocd/persona.rdf/p306523,ARCANGELO,SANNICANDRO,SANNICANDRO F F F F F F F F F F F F F ,True,http://dati.camera.it/ocd/persona.rdf/p306523,SANNICANDRO,ARCANGELO
http://dati.camera.it/ocd/persona.rdf/p300306,JOLE,SANTELLI,SANTELLI C F F ,True,http://dati.camera.it/ocd/persona.rdf/p300306,SANTELLI,JOLE
http://dati.camera.it/ocd/persona.rdf/p305514,MILENA,SANTERINI,SANTERINI C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305514,SANTERINI,MILENA
http://dati.camera.it/ocd/persona.rdf/p303108,CARLO,SARRO,SARRO ,True,http://dati.camera.it/ocd/persona.rdf/p303108,SARRO,CARLO
http://dati.camera.it/ocd/persona.rdf/p305960,GIULIA,SARTI,SARTI ,True,http://dati.camera.it/ocd/persona.rdf/p305960,SARTI,GIULIA
http://dati.camera.it/ocd/persona.rdf/p302882,ELVIRA,SAVINO,SAVINO ELVIRA SAVINO SANDRA F F C C C F C C C F C F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p305516,MARIO,SBERNA,SBERNA C F C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305516,SBERNA,MARIO
http://dati.camera.it/ocd/persona.rdf/p302833,DANIELA,SBROLLINI,SBROLLINI ,True,http://dati.camera.it/ocd/persona.rdf/p302833,SBROLLINI,DANIELA
http://dati.camera.it/ocd/persona.rdf/p305862,EMANUELE,SCAGLIUSI,SCAGLIUSI ,True,http://dati.camera.it/ocd/persona.rdf/p305862,SCAGLIUSI,EMANUELE
http://dati.camera.it/ocd/persona.rdf/p305933,IVAN,SCALFAROTTO,SCALFAROTTO C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305933,SCALFAROTTO,IVAN
http://dati.camera.it/ocd/persona.rdf/p38700,GIAN PIERO,SCANU,SCANU C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p38700,SCANU,GIAN PIERO
http://dati.camera.it/ocd/persona.rdf/p305989,GEA,SCHIRO',SCHIRO’ C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305989,SCHIRO',GEA
http://dati.camera.it/ocd/persona.rdf/p305586,MANFRED,SCHULLIAN,SCHULLIAN M M M M M M M M M M M M M ,True,http://dati.camera.it/ocd/persona.rdf/p305586,SCHULLIAN,MANFRED
http://dati.camera.it/ocd/persona.rdf/p306156,ROSANNA,SCOPELLITI,SCOPELLITI C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p306156,SCOPELLITI,ROSANNA
http://dati.camera.it/ocd/persona.rdf/p305626,CHIARA,SCUVERA,SCUVERA C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305626,SCUVERA,CHIARA
http://dati.camera.it/ocd/persona.rdf/p306102,SAMUELE,SEGONI,SEGONI ,True,http://dati.camera.it/ocd/persona.rdf/p306102,SEGONI,SAMUELE
http://dati.camera.it/ocd/persona.rdf/p305561,ANGELO,SENALDI,SENALDI C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305561,SENALDI,ANGELO
http://dati.camera.it/ocd/persona.rdf/p300231,MARINA,SERENI,SERENI M C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p300231,SERENI,MARINA
http://dati.camera.it/ocd/persona.rdf/p306691,CAMILLA,SGAMBATO,SGAMBATO C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p306691,SGAMBATO,CAMILLA
http://dati.camera.it/ocd/persona.rdf/p305918,CARLO,SIBILIA,SIBILIA ,False,,,
http://dati.camera.it/ocd/persona.rdf/p302835,ROBERTO,SIMONETTI,SIMONETTI F F ,True,http://dati.camera.it/ocd/persona.rdf/p302835,SIMONETTI,ROBERTO
http://dati.camera.it/ocd/persona.rdf/p306122,ELISA,SIMONI,SIMONI C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p306122,SIMONI,ELISA
http://dati.camera.it/ocd/persona.rdf/p305524,GIRGIS,SORIAL,SORIAL ,True,http://dati.camera.it/ocd/persona.rdf/p305524,SORIAL,GIRGIS
http://dati.camera.it/ocd/persona.rdf/p306064,GIULIO CESARE,SOTTANELLI,SOTTANELLI ,True,http://dati.camera.it/ocd/persona.rdf/p306064,SOTTANELLI,GIULIO CESARE
http://dati.camera.it/ocd/persona.rdf/p305970,MARIA EDERA,SPADONI,SPADONI ,True,http://dati.camera.it/ocd/persona.rdf/p305970,SPADONI,MARIA EDERA
http://dati.camera.it/ocd/persona.rdf/p305974,ROBERTO,SPERANZA,SPERANZA C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305974,SPERANZA,ROBERTO
http://dati.camera.it/ocd/persona.rdf/p305668,ARIANNA,SPESSOTTO,SPESSOTTO ,False,,,
http://dati.camera.it/ocd/persona.rdf/p306214,LUCA,SQUERI,SQUERI F F C C C F C C C F C F F ,True,http://dati.camera.it/ocd/persona.rdf/p306214,SQUERI,LUCA
http://dati.camera.it/ocd/persona.rdf/p306139,NICOLA,STUMPO,STUMPO C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p306139,STUMPO,NICOLA
http://dati.camera.it/ocd/persona.rdf/p34580,BRUNO,TABACCI,TABACCI M M M M M M M M M M M M M ,True,http://dati.camera.it/ocd/persona.rdf/p34580,TABACCI,BRUNO
http://dati.camera.it/ocd/persona.rdf/p306245,ALESSIO,TACCONI,TACCONI ,True,http://dati.camera.it/ocd/persona.rdf/p306245,TACCONI,ALESSIO
http://dati.camera.it/ocd/persona.rdf/p300392,MARCELLO,TAGLIALATELA,TAGLIALATELA ,True,http://dati.camera.it/ocd/persona.rdf/p300392,TAGLIALATELA,MARCELLO
http://dati.camera.it/ocd/persona.rdf/p303114,PAOLO,TANCREDI,TANCREDI ,True,http://dati.camera.it/ocd/persona.rdf/p303114,TANCREDI,PAOLO
http://dati.camera.it/ocd/persona.rdf/p305995,LUIGI,TARANTO,TARANTO C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305995,TARANTO,LUIGI
http://dati.camera.it/ocd/persona.rdf/p305991,GIACOMINO,TARICCO,TARICCO C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305991,TARICCO,GIACOMINO
http://dati.camera.it/ocd/persona.rdf/p305844,ASSUNTA,TARTAGLIONE,TARTAGLIONE C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305844,TARTAGLIONE,ASSUNTA
http://dati.camera.it/ocd/persona.rdf/p305551,VERONICA,TENTORI,TENTORI C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305551,TENTORI,VERONICA
http://dati.camera.it/ocd/persona.rdf/p305732,ALESSANDRA,TERROSI,TERROSI C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305732,TERROSI,ALESSANDRA
http://dati.camera.it/ocd/persona.rdf/p305792,PATRIZIA,TERZONI,TERZONI ,True,http://dati.camera.it/ocd/persona.rdf/p305792,TERZONI,PATRIZIA
http://dati.camera.it/ocd/persona.rdf/p305808,MARIETTA,TIDEI,TIDEI C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305808,TIDEI,MARIETTA
http://dati.camera.it/ocd/persona.rdf/p305984,IRENE,TINAGLI,TINAGLI C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305984,TINAGLI,IRENE
http://dati.camera.it/ocd/persona.rdf/p305910,ANGELO,TOFALO,TOFALO M M M M M M M M M M M M M ,True,http://dati.camera.it/ocd/persona.rdf/p305910,TOFALO,ANGELO
http://dati.camera.it/ocd/persona.rdf/p305600,DANILO,TONINELLI,TONINELLI ,True,http://dati.camera.it/ocd/persona.rdf/p305600,TONINELLI,DANILO
http://dati.camera.it/ocd/persona.rdf/p302274,ACHILLE,TOTARO,TOTARO F F F F F F F F F F C F F ,True,http://dati.camera.it/ocd/persona.rdf/p302274,TOTARO,ACHILLE
http://dati.camera.it/ocd/persona.rdf/p306230,DAVIDE,TRIPIEDI,TRIPIEDI 1 1 1 1 ,True,http://dati.camera.it/ocd/persona.rdf/p306230,TRIPIEDI,DAVIDE
http://dati.camera.it/ocd/persona.rdf/p302772,MARIO,TULLO,TULLO C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p302772,TULLO,MARIO
http://dati.camera.it/ocd/persona.rdf/p305614,TANCREDI,TURCO,TURCO F F F F F F F F F F A F F ,True,http://dati.camera.it/ocd/persona.rdf/p305614,TURCO,TANCREDI
http://dati.camera.it/ocd/persona.rdf/p306058,GIANLUCA,VACCA,VACCA ,True,http://dati.camera.it/ocd/persona.rdf/p306058,VACCA,GIANLUCA
http://dati.camera.it/ocd/persona.rdf/p302811,GUGLIELMO,VACCARO,VACCARO ,False,,,
http://dati.camera.it/ocd/persona.rdf/p305849,VALERIA,VALENTE,VALENTE SIMONE VALENTE VALERIA C C C C C C C C C C C C C ,False,,,
http://dati.camera.it/ocd/persona.rdf/p301559,VALENTINO,VALENTINI,VALENTINI ,False,,,
http://dati.camera.it/ocd/persona.rdf/p305943,SIMONE,VALIANTE,VALIANTE C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305943,VALIANTE,SIMONE
http://dati.camera.it/ocd/persona.rdf/p306034,ANDREA,VALLASCAS,VALLASCAS ,True,http://dati.camera.it/ocd/persona.rdf/p306034,VALLASCAS,ANDREA
http://dati.camera.it/ocd/persona.rdf/p305735,FRANCO,VAZIO,VAZIO C C C C C C C C C C C C C ,True,http://dati.camera.it/ocd/persona.rdf/p305735,VAZIO,FRANCO
http://dati.camera.it/ocd/persona.rdf/p306135,ANDREA,VECCHIO,VECCHIO ,True,http://dati.camera.it/ocd/persona.rdf/p306135,VECCHIO,ANDREA
http://dati.camera.it/ocd/persona.rdf/p302977,PAOLO,VELLA,VELLA F F C C C F C C C F C F F ,True,http://dati.camera.it/ocd/persona.rdf/p302977,VELLA,PAOLO
