True persona,True name,True surname,Text,Correct,Predicted persona,Predicted surname,Predicted name
http://dati.camera.it/ocd/persona.rdf/p22920,FRANCESCO,CAFARELLI,CAFARELLI FRANCESCO F F F F C F F C C c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32530,ROBERTO,CALDEROLI,CALDEROLI ROBERTO C C C C F F C F F F F F c C C C C ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32560,VALERIO,CALZOLAIO,CALZOLAIO VALERIO F C C C F A C C C c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32570,MAURA,CAMOIRANO,CAMOIRANO ANDRIOLLO MAURA F C F F F A C C C c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32580,VASSILI,CAMPATELLI,CAMPATELLI VASSILI F C C C C F A C C C c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32590,ANTONIO,CANCIAN,CANCIAN ANTONIO F F F F C F A C C C c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p34830,LUCA ANTONIO,CANGEMI,CANGEMI LUCA ANTONIO F C C F F F A C C C c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p22980,MILZIADE SILVIO,CAPRILI,CAPRILI MILZIADE F F A C c c c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p1340,GIULIO,CARADONNA,CARADONNA GIULIO F F F F F • ,False,,,
http://dati.camera.it/ocd/persona.rdf/p60142,ANTONIO,CARCARINO,CARCARINO ANTONIO C C F F F A C c c c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p14910,RODOLFO,CARELLI,CARELLI RODOLFO F F F C F F C c c c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32610,LUCA,CARLI,CARLI LUCA F F F F C F F C c c c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p1380,GIUSEPPE,CAROLI,CAROLI GIUSEPPE F F F c c c c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32620,CLEMENTE,CARTA,CARTA CLEMENTE F F F F C F F c c c c c F F F F F CARTA GIORGIO F F F F F c c c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32640,COSIMO,CASILLI,CASILLI COSIMO F F F F C F F c c c c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p20910,CARLO,CASINI,CASINI CARLO M M M M M M M M M M M M M M M M M CASINI PIER FERDINANDO F F F F C F F c c c c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p23030,GUGLIELMO,CASTAGNETTI,CASTAGHETTI GUGLIELMO F F F F C F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p23040,LUIGI,CASTAGNOLA,CASTAGNOLA LUIGI F C C C C F A c c c c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32650,SERGIO,CASTELLANETA,CASTELLANETA SERGIO C C C C F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32660,ROBERTO,CASTELLI,CASTELLI ROBERTO C C C F F F F F F F F C C C C C ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32670,GUIDO,CASTELLOTTI,CASTELLOTTI DUCCIO F F F F C F F c c c c C F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32680,EMIDIO,CASULA,CASULA EMIDIO F F F F C F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p29160,LUCIANO EMILIO,CAVERI,CAVERI LUCIANO M M M M M M M M M M M M M M M M M ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32690,TIBERIO,CECERE,CECERE TIBERIO F F F F C F F C C c c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32700,MARCO,CELLAI,CELLAI MARCO F F F F F C A C A F c F A F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p29180,GIULIANO,CELLINI,CELLINI GIULIANO F F F F C F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p29210,GIUSEPPE,CERUTTI,CERUTTI GIUSEPPE c C C c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p29220,GIOVANNI,CERVETTI,CERVETTI GIOVANNI F F F F A c C c c c F F F F F i Nominativi i ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32720,MASSIMO,CHIAVENTI,CBTAVENTI MASSIMO F F F F F C c c c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p29240,VINCENZO,CIABARRI,CIABARRI VINCENZO F F F F A c c c c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p18230,ADRIANO,CIAFFI,CIAFFI ADRIANO F F F F C F F c c c c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32730,ANTONIO,CIAMPAGLIA,CIAMPAGLIA ANTONIO F F F F C A A ,False,,,
http://dati.camera.it/ocd/persona.rdf/p29270,FRANCO,CILIBERTI,CILIBERTÌ FRANCO F F F F C F F c c c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p29290,TANCREDI,CIMMINO,CIMMINO TANCREDI F F F F c F c c c C c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p60186,GRAZIANO,CIONI,CIONI GRAZIANO F F C C F F A c c c c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p15100,PAOLO,CIRINO POMICINO,CIRINO POMICINO PAOLO F F F F C ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32750,NICOLA,COLAIANNI,COLAIANNI NICOLA F C C C F A c c c C c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p23140,SERGIO,COLONI,COLONI SERGIO F F F F C ,False,,,
http://dati.camera.it/ocd/persona.rdf/p30940,GAETANO NINO,COLUCCI,COLOCCI GAETANO A c F A F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32760,DOMENICO,COMINO,COMINO DOMENICO F C F F F F F c c c c C ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32770,GIORGIO,CONCA,CONCA GIORGIO C C C F F F c F F F F F c c C C c ,False,,,
http://dati.camera.it/ocd/persona.rdf/p20990,CARMELO,CONTE,CONTE CARMELO F F F F F F c c F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32780,GIULIO,CONTI,CONTI GIULIO F A C F F F F F c A F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32800,GIOVANNI,CORRENTI,CORRENTI GIOVANNI F F F F F A ,False,,,
http://dati.camera.it/ocd/persona.rdf/p23190,HUBERT,CORSI,CORSI HUBERT C F F F C F F C c C C c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32810,MICHELE,CORTESE,CORTESE MICHELE F F F F C ,False,,,
http://dati.camera.it/ocd/persona.rdf/p15250,RAFFAELE,COSTA,COSTA RAFFAELE M F F F c F COSTA SILVIA M M M M M M M M M M M M M M M M M ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32820,LUCIANO,COSTANTINI,COSTANTINI LUCIANO F C c F c c C c F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32830,ROBINIO,COSTI,COSTI ROBINIO F F F F c ,False,,,
http://dati.camera.it/ocd/persona.rdf/p1940,BENEDETTO,CRAXI,CRAXI BETTINO F F F F C ,False,,,
http://dati.camera.it/ocd/persona.rdf/p15270,ANGELO GAETANO,CRESCO,CRESCO ANGELO GAETANO A F ,True,http://dati.camera.it/ocd/persona.rdf/p15270,CRESCO,ANGELO GAETANO
http://dati.camera.it/ocd/persona.rdf/p32840,FEDERICO,CRIPPA,CREPPA FEDERICO F C C F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p22300,FAMIANO,CRUCIANELLI,CRUCIANBLLI FAMIANO C C F F C c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32850,VINCENZINO,CULICCHIA,CULICCHIA VINCENZINO F F F F C F c c C c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p29380,CESARE,CURSI,CURSI CESARE M F F F C F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p23260,MARIO,D'ACQUISTO,D'ACQUISTO MARIO F F F F C ,False,,,
http://dati.camera.it/ocd/persona.rdf/p23220,FLORINDO,D'AIMMO,D'AIMMO FLORINDO F F F F C F F C c c c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p21060,MARIO,DAL CASTELLO,DAL CASTELLO MARIO F F F F C F F C c c c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p29410,SALVATORE,D'ALIA,D'ALIA SALVATORE F F F F C F F c c c c c F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p32860,FERNANDO,DALLA CHIESA,DALLA CHIESA NANDO C C C F F c c A DALLA CHIESA CURTI MARIA S. F C C F F F F c c c F F F DALLA VIA ALESSANDRO F F F F F ,False,,,
http://dati.camera.it/ocd/persona.rdf/p29420,CARLO,D'AMATO,D'AMATO CARLO F F F C F F ,False,,,
