True persona,True name,True surname,Text,Correct,Predicted persona,Predicted surname,Predicted name
http://dati.camera.it/ocd/persona.rdf/p13340,ANTONINO,DANTE,"DANTE. Ora, facciamo pure una legg e in cui stia scritto che quando si è raggiunta l'unità, sindacale, i lavoratori hanno il diritt o di occupare la fabbrica : solo allora la poli zia ha il dovere di mettersi al servizio dei lavoratori . Ma prima dobbiamo fare quest a nuova legge: perché nella legge attuale c' è scritto che non può essere occupata una fabbrica con la violenza . Io non dico con questo che i lavoratori e coloro che più o meno degnamente li rappresentano non debbano interessarsi dell'ambiente di lavoro dove si matura il destino de i lavoratori e delle loro famiglie. Non dico questo . Io dico che, finché vi sarà una legge che protegge, fra i diritti di libertà dei cittadini, quello di proprietà, abbiamo il dovere di farla applicare . Ho preso atto delle dichiarazioni del ministro e gli sono particolarmente grato per aver detto che l'uso delle armi deve essere interdetto solo nei casi in cui la legge lo consente. E i casi in cui la legge lo consente son o 'deliberati, in un paese civile, dall'autorità giudiziaria, che è al di sopra delle fazioni . ",True,http://dati.camera.it/ocd/persona.rdf/p13340,DANTE,ANTONINO
http://dati.camera.it/ocd/persona.rdf/p19680,LUIGI,POLANO,POLANO. Prima si ammazza e poi s i fanno le indagini ! ,True,http://dati.camera.it/ocd/persona.rdf/p19680,POLANO,LUIGI
http://dati.camera.it/ocd/persona.rdf/p13340,ANTONINO,DANTE,"DANTE. Un provvedimento che togliess e ai tutori dell'ordine la possibilità di una con creta ed efficace difesa propria e dei cittadini, sarebbe estremamente pericoloso per tutti e certamente controproducente . Qui non siamo di fronte a gerarchie d i diritti, perché un diritto è tale in quant o può essere impedita la sua violazione, diversamente non è un diritto . Io desidero ricordare a questo proposito , per chi non ne abbia fresco il ricordo, quell o che ha detto il procuratore generale dell a corte d'appello di Palermo circa le conseguenze di uno sciopero indiscriminato . Sono parole severe di un alto magistrato pronunciate nella solenne circostanza dell'inaugurazione dell'anno giudiziario . . . ",True,http://dati.camera.it/ocd/persona.rdf/p13340,DANTE,ANTONINO
http://dati.camera.it/ocd/persona.rdf/p4920,VINCENZO,RAUCCI,RAUCCI. Perché il procuratore general e di Palermo non ha detto nulla contro la mafia ? ,True,http://dati.camera.it/ocd/persona.rdf/p4920,RAUCCI,VINCENZO
http://dati.camera.it/ocd/persona.rdf/p13340,ANTONINO,DANTE,"DANTE. Il dottor Mercadante si è occupato anche di questo problema . Ebbene, in quel discorso, allorché f u fatto il consuntivo del lavoro compiuto e s i delinearono le direttive dell'azione futura, s i stigmatizzarono i gravi episodi di vandalism o del luglio 1960 . « Alcuni negozi – ebbe a dire l'alto magistrato – vennero saccheggiati , venne assalito il municipio con danneggiamento di tutte le vetrate e similmente si ag ì in danno di molti dei più importanti istitut i bancari; vennero divelti e frantumati tutti i sedili di via -della Libertà, quasi tutti i semafori furono colpiti e resi inservibili, le tabell e di segnalazione stradale furono divelte e contorte, i lampioni pubblici vennero in franti e strappate furono, sempre nella via della Libertà, le recinzioni delle aiuole, -cosicché all'alba del 9 luglio i cittadini assistettero addolorati alla visione di una città che sembrava aver mutato il suo volto » . ",True,http://dati.camera.it/ocd/persona.rdf/p13340,DANTE,ANTONINO
http://dati.camera.it/ocd/persona.rdf/p7500,CLAUDIO,CIANCA,CIANCA. Mafioso ! (Proteste al centro) . ,False,,,
http://dati.camera.it/ocd/persona.rdf/p10610,MAURO,TOGNONI,"TOGNONI . Perché, onorevole Dante, non prese posizione per la conferma dell'onorevol e Tambroni a Presidente del Consiglio ? ",True,http://dati.camera.it/ocd/persona.rdf/p10610,TOGNONI,MAURO
http://dati.camera.it/ocd/persona.rdf/p13340,ANTONINO,DANTE,"DANTE. Sulle sorti del Governo Tambroni è stato il Parlamento a decidere, non certo la piazza . Sempre nel citato discorso, il procurator e generale di Palermo si esprimeva a favore di una disciplina del diritto di sciopero, secondo i voti avanzati da diversi settori de l Parlamento. In quella stessa circostanza I egli disse in proposito: « Ancora una volta è Atti Parlamentari — 29885 -motivo di mio rammarico che permanga tuttavia quella mancanza di disciplina regolamentare del diritto di sciopero che fors e varrebbe, una volta adottata, a prevenire o a evitare simili episodi criminosi, dannosi e d inutili . Solo con tale regolamentazione s i sarebbe già adempiuto in pieno il voto dell a carta statutaria, ed a certe manifestazion i si ovvierebbe dal senno degli stessi interessati ». Mi pare che in sostanza un voto per un a disciplina legislativa della materia sia stat o implicitamente avanzato dal collega Scalia , che al riguardo ha una competenza assai maggiore della mia, mentre l'onorevole Rapelli s i è domandato che cosa sia mai il diritto d i sciopero se non è circondato da concrete garanzie . Per me, onorevoli colleghi, il problem a è tutto qui ; e per avere qualche volta timidamente prospettato nel Parlamento l'esigenza che venga alfine disciplinato il diritt o di sciopero (diritto, ripeto !) mi sono vist o attaccato da tutti i settori politici, compres o il mio, come se non chiedessi l'adempiment o di un preciso impegno costituzionale al quale il Parlamento fino ad oggi si è sottratto . L'aspetto più strano di questa vicenda è la constatazione che le resistenze alla disciplina dello sciopero provengono proprio da l settore che è il destinatario, dico meglio, i l beneficiario, di questo diritto: se vi è qualcuno che ha interesse alla continuazione d i questo stato di incertezza e di confusione , costui non fa gli interessi dei lavoratori né dei datori di lavoro né, ben si intende, dell a polizia, perché nessuno vuole che l'urto degl i interessi economici degeneri in lotta sanguinaria nella piazza . I primi a trarre vantaggio dalla disciplina legislativa dello sciopero saranno proprio i lavoratori e sarà appunto in sede di regolamentazione del diritto di sciopero che potr à misurarsi l'amore verso la classe lavoratrice : la delimitazione dei modi di esercizio de l diritto costituirà infatti il miglior rafforzamento di questo presidio del mondo de l lavoro . Ho detto delimitazione perché, come in segnano tutti i maestri del diritto, un diritt o senza limiti è una contraddizione in termini , non è un diritto . ",True,http://dati.camera.it/ocd/persona.rdf/p13340,DANTE,ANTONINO
http://dati.camera.it/ocd/persona.rdf/p17710,ADELIO,ALBARELLO,"ALBARELLO . Qui si fa un gran parlare di carabinieri, ma taluni si guardano bene dal consigliare i cittadini siciliani a rivolgersi ai carabinieri allorché entra in gioc o la mafia ! ",True,http://dati.camera.it/ocd/persona.rdf/p17710,ALBARELLO,ADELIO
http://dati.camera.it/ocd/persona.rdf/p13340,ANTONINO,DANTE,"DANTE . Non raccolgo, perché non ne vale la pena . Dicevo che un diritto senza limiti è un a contraddizione in termini, non è diritto, è arbitrio . In contrasto con il clamore di un gruppo politico, con la sensibilità che mi proviene dall'essere figlio di un artigiano, ho sempre apprezzato tutti coloro che si interessan o dei lavoratori sinceramente, la tenace azione di assistenza e di guida dei sindacalisti volta a far acquistare alle leve del lavoro ciò ch e l'onorevole Rapelli chiamava la vera coscienza sindacale, la coscienza cioè della dignità di partecipare alla vita del nostro paes e e di essere fattore del processo storico d i rinnovamento . Questa azione assume forme di apostolato soprattutto quando è rivolt a a rendere i lavoratori veramente liberi . Proprio per questo devo lamentare la facilità co n cui spesso i lavoratori sono trascinati sulla piazza per una azione di pressione democratica – come si suol dire – soprattutto quando questa azione riguarda l'esercizio di servizi di pubblica utilità, dato che in questo caso – come diceva l'onorevole Rapelli – i primi a pagare sono proprio i lavoratori . Lo sciopero è come un farmaco : in dos i misurate e opportunamente somministrate è salutare, in dosi sproporzionate o disordinate conduce l'organismo al disfacimento . Questo ho voluto ricordare nella circostanza al Parlamento perché esso ha un impegno al quale sino ad oggi si è sottratto : la disciplina dello sciopero . Risolvendo questo problema, verrà eliminata una delle cause fondamentali di disordini e di incresciosi , luttuosi avvenimenti . (Applausi al centro) . ",True,http://dati.camera.it/ocd/persona.rdf/p13340,DANTE,ANTONINO
