True persona,True name,True surname,Text,Correct,Predicted persona,Predicted surname,Predicted name
http://dati.camera.it/ocd/persona.rdf/p24070,GIOVANNI,NEGRI,"NEGRI GIOVANNI (PSDI) 54038, 54041, 54044 , 54054 ",True,http://dati.camera.it/ocd/persona.rdf/p24070,NEGRI,GIOVANNI
http://dati.camera.it/ocd/persona.rdf/p22130,MASSIMO,TEODORI,"TEODORI MASSIMO (FE) . . . . 54038, 54039 , 54051, 54053, 5405 5 ",True,http://dati.camera.it/ocd/persona.rdf/p22130,TEODORI,MASSIMO
http://dati.camera.it/ocd/persona.rdf/p6020,RAFFAELE,VALENSISE,VALENSISE RAFFAELE (MSI-DN)	 54049 ,True,http://dati.camera.it/ocd/persona.rdf/p6020,VALENSISE,RAFFAELE
http://dati.camera.it/ocd/persona.rdf/p22190,LUCIANO,VIOLANTE,"VIOLANTE LUCIANO (PCI)	 54049 Proposte di legge : (Annunzio)	 54078 (Assegnazione a Commissione in sed e referente)	 54079 (Trasferimento dalla sede referente alla sede legislativa)	 54036 (Trasmissione dal Senato)	 54079 Proposta di legge d'iniziativa regionale : (Annunzio)	 54078 Proposta di proroga d 'inchiesta parlamentare : (Approvazione in Commissione) . . . 54079 Interrogazioni, interpellanze e mozione: (Annunzio)	 54080 Interrogazioni : (Apposizione di firme)	 54080 Interpellanza : (Apposizione di firme)	 54080 Interrogazioni urgenti sull 'uccisione a Reggio Calabria del giovane Vincenzo Reitano (Svolgimento) : ",True,http://dati.camera.it/ocd/persona.rdf/p22190,VIOLANTE,LUCIANO
http://dati.camera.it/ocd/persona.rdf/p31040,ALBERTO,TRIDENTE,"PRESIDENTE . . 54061, 54066, 54067, 54068 , 54069, 54071, 54072, 54073, 54074, 54076 PAG . ",False,,,
http://dati.camera.it/ocd/persona.rdf/p20750,ALFREDO,BIONDI,BIONDI ALFREDO (PLI)	 54074 ,True,http://dati.camera.it/ocd/persona.rdf/p20750,BIONDI,ALFREDO
http://dati.camera.it/ocd/persona.rdf/p23430,FRANCO,FAUSTI,"FAUSTI FRANCO, Sottosegretario di Stat o per l ' interno	 54064 ",True,http://dati.camera.it/ocd/persona.rdf/p23430,FAUSTI,FRANCO
http://dati.camera.it/ocd/persona.rdf/p29800,GIANNI,LANZINGER,LANZINGER GIANNI (Verde)	 5407 1 ,True,http://dati.camera.it/ocd/persona.rdf/p29800,LANZINGER,GIANNI
http://dati.camera.it/ocd/persona.rdf/p29840,GIUSEPPE,LAVORATO,LAVORATO GIUSEPPE (PCI)	 54073 ,True,http://dati.camera.it/ocd/persona.rdf/p29840,LAVORATO,GIUSEPPE
http://dati.camera.it/ocd/persona.rdf/p16280,VITO,NAPOLI,NAPOLI VITO (DC)	 54072 ,True,http://dati.camera.it/ocd/persona.rdf/p16280,NAPOLI,VITO
http://dati.camera.it/ocd/persona.rdf/p24360,CARMELO,PUJIA,PUJIA CARMELO (DC)	 54066 ,True,http://dati.camera.it/ocd/persona.rdf/p24360,PUJIA,CARMELO
http://dati.camera.it/ocd/persona.rdf/p6020,RAFFAELE,VALENSISE,VALENSISE RAFFAELE (MSI-DN)	 54067 ,True,http://dati.camera.it/ocd/persona.rdf/p6020,VALENSISE,RAFFAELE
http://dati.camera.it/ocd/persona.rdf/p22190,LUCIANO,VIOLANTE,VIOLANTE LUCIANO (PCI)	 54068 ,True,http://dati.camera.it/ocd/persona.rdf/p22190,VIOLANTE,LUCIANO
http://dati.camera.it/ocd/persona.rdf/p24930,SAVERIO,ZAVETTIERI,ZAVETTIERI SAVERIO (PSI)	 54069 Risoluzione : (Annunzio)	 54080 Auguri per la Pasqua : ,True,http://dati.camera.it/ocd/persona.rdf/p24930,ZAVETTIERI,SAVERIO
http://dati.camera.it/ocd/persona.rdf/p31040,ALBERTO,TRIDENTE,PRESIDENTE	 54059 Commissione parlamentare per il controllo sull'attività degli enti gestori di forme obbligatorie di previdenza e assistenza sociale : (Sostituzione di un deputato componente)	 54079 Commissione parlamentare di vigilanza sull'anagrafe tributaria : (Sostituzione di un deputato compo nente)	 54080 Domanda di autorizzazione a procedere in giudizio : (Annunzio)	 54079 Ministro delle finanze: (Trasmissione di documento) . 54080 Per lo svolgimento di interpellanze e d i interrogazioni e per la risposta scritta ad una interrogazione : PRESIDENTE	 54059 ,False,,,
http://dati.camera.it/ocd/persona.rdf/p29720,MARIELLA,GRAMAGLIA,GRAMAGLIA MARIELLA (Sin. Ind.) . . . . 54059 ,True,http://dati.camera.it/ocd/persona.rdf/p29720,GRAMAGLIA,MARIELLA
http://dati.camera.it/ocd/persona.rdf/p2680,FRANCO,FRANCHI,Russo FRANCO (Misto)	 54060 Sindacato ispettivo : (Ritiro di documenti)	 54080 (Trasformazione di un documento) . 54080 Atti Parlamentari — 54033 — PAG . Sulla mancata accettazione di una interrogazione da parte del Presidente della Camera : ,False,,,
http://dati.camera.it/ocd/persona.rdf/p31040,ALBERTO,TRIDENTE,"PRESIDENTE	 54060, 5406 1 ",False,,,
http://dati.camera.it/ocd/persona.rdf/p60746,CARLO,TASSI,TASSI CARLO (MSI-DN)	 54060 Sul processo verbale: ,True,http://dati.camera.it/ocd/persona.rdf/p60746,TASSI,CARLO
http://dati.camera.it/ocd/persona.rdf/p31040,ALBERTO,TRIDENTE,PRESIDENTE	 54035 PAG . ,False,,,
http://dati.camera.it/ocd/persona.rdf/p24070,GIOVANNI,NEGRI,NEGRI GIOVANNI (PSDI)	 54035 ,True,http://dati.camera.it/ocd/persona.rdf/p24070,NEGRI,GIOVANNI
http://dati.camera.it/ocd/persona.rdf/p60746,CARLO,TASSI,"TASSI CARLO (MSI-DN)	 54035 Votazioni nominali . . 54037, 54039, 54040 , 54042, 54047, 54049, 54052, 54054, 54056, 5408 Ordine del giorno della prossima seduta	 54076 Atti Parlamentari — 54034 — ",True,http://dati.camera.it/ocd/persona.rdf/p60746,TASSI,CARLO
http://dati.camera.it/ocd/persona.rdf/p21720,RENZO,PATRIA,"RENZO PATRIA, Segretario, legge il pro cesso verbale della seduta di ieri . Sul processo verbale . ",False,,,
http://dati.camera.it/ocd/persona.rdf/p20910,CARLO,CASINI,CARLO TASSI. Chiedo di parlare sul processo verbale . ,False,,,
http://dati.camera.it/ocd/persona.rdf/p20910,CARLO,CASINI,"CARLO TASSI. Signor Presidente, ieri gl i uffici mi hanno comunicato — ma ciò non risulta nel processo verbale, come credo dovrebbe avvenire — che una mia interro gazione è stata considerata inammissibil e dalla Presidenza . Signor Presidente, i documenti di sinda cato ispettivo vengono proposti per iscritto e quindi esigono, ad avviso di questo par lamentare, una risposta scritta . Non ritengo che possa giudicarsi non ammissibile una interrogazione . . . ",False,,,
http://dati.camera.it/ocd/persona.rdf/p60746,CARLO,TASSI,"CARLO TASSI. Signor Presidente, io credo che per rettifica si debba intendere anche la segnalazione di una eventuale omissione. A mio giudizio, cioè, si può parlare di quanto nel verbale non è stato registrato. ",False,,,
http://dati.camera.it/ocd/persona.rdf/p50291,SALVATORE,CHERCHI,"CHERCHI ed altri: «Nuove norme per l 'at tuazione della politica mineraria» (testo unificato di un disegno di legge e della pro posta di legge già approvato dalla X Commissione permanente della Camera e modificato dalla X Commissione del Senato) (3435-3534/B) (con parere della I, della III , ",True,http://dati.camera.it/ocd/persona.rdf/p50291,CHERCHI,SALVATORE
http://dati.camera.it/ocd/persona.rdf/p22610,GIULIANO,AMATO,"Senato) (3755) ; D ' AMATO LUIGI ed altri : «Normativa antimonopolio ed a tutela della libera concorrenza» (1365) (La Commissione ha proceduto all'esame abbinato) . Se non vi sono osservazioni, rimane cos ì stabilito . (Così rimane stabilito) . Seguito della discussione del disegno d i legge: S. 1509. — Aggiornamento, modifiche ed integrazioni della legge 22 dicembre 1975, n. 685, recante disciplin a degli stupefacenti e sostanze psicotrope. Prevenzione, cura e riabilitazione dei relativi stati di tossicodipendenza (approvato dal Senato) (4414) ; e delle concorrenti proposte di legge: GaAtti Parlamentari - 54037 — ravaglia ed altri (1422) ; Pellicanò (2976) ; Teodori ed altri (3095); Zangheri ed altri (3381); Ronchi ed altri (3395); Teodori ed altri (3461); Benevelli ed altri (3659) ; Poggiolini ed altri (4246) (articolo 81, comma 4, del regolamento) . ",True,http://dati.camera.it/ocd/persona.rdf/p22610,AMATO,GIULIANO
http://dati.camera.it/ocd/persona.rdf/p30810,ALFREDO,VITO,ALFREDO PAllAGLIA. Al momento della votazione . ,False,,,
